ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
4592,22-12-2023,286,Noryang: Deadly Sea,Well Go USA,Action,232584,21575
4593,22-10-2021,189,Becoming Cousteau,Picturehouse,Documentary,232285,22840
4594,16-05-2012,332,Elena,Zeitgeist,Thriller/Suspense,232070,29154
4595,08-04-2016,353,The Invitation,Drafthouse Films,Thriller/Suspense,231738,26790
4596,10-12-2010,330,The Tempest,Miramax,Drama,231633,29357
4597,01-03-2013,323,A Place at the Table,Magnolia Pictures,Documentary,231378,28459
4598,13-04-2018,357,Borg vs McEnroe,Neon,Drama,231346,25394
4599,16-09-2020,160,The Secrets We Keep,Bleecker Street,Thriller/Suspense,231119,25176
4600,28-09-2018,358,Matangi/Maya/M.I.A.,Abramorama Films,Documentary,230808,25335
4601,31-08-2011,342,Gainsbourg: A Heroic Life,Music Box Films,Drama,230767,29100
4602,13-05-2016,354,Jimmy Vestvood: Amerikan Hero,A24,Comedy,230069,26597
4603,22-12-2017,359,Happy End,Sony Pictures Cla…,Drama,230054,25252
4604,28-01-2022,229,Sundown,Bleecker Street,Thriller/Suspense,229921,21834
4605,05-04-2024,287,The Old Oak,Zeitgeist,Drama,229763,21313
4606,26-08-2011,343,Brighton Rock,IFC Films,Drama,229653,28960
4607,11-10-2018,360,MFKZ,GKIDS,Adventure,229423,25183
4608,01-12-2023,288,Animal,Moksha Movies,Action,229418,21281
4609,23-12-2015,358,45 Years,IFC Films,Drama,229173,27185
4610,15-05-2015,359,Slow West,A24,Western,229094,27176
4611,21-04-2017,345,Jeremiah Tower: The Last Ma…,The Orchard,Documentary,228153,25435
4612,04-12-2015,360,A Royal Night Out,Atlas Distribution,Drama,228136,27062
4613,22-03-2013,324,InAPPropriate Comedy,Freestyle Releasing,Comedy,228004,28044
4614,22-11-2019,347,Pagalpanti,Eros Entertainment,Comedy,227714,24859
4615,25-06-1982,311,The Thing,Universal,Horror,227705,21123
4616,16-09-2011,333,Drive,FilmDistrict,Action,227642,28598
4617,04-11-2016,346,Loving,Focus Features,Drama,227626,25376
4618,13-10-2017,347,American Satan,AMC Independent,Thriller/Suspense,226232,25220
4619,04-12-2020,190,Half Brothers,Focus Features,Comedy,225830,22206
4620,22-04-2022,312,The Bad Guys,Universal,Comedy,225610,20929
4621,26-02-2010,331,Formosa Betrayed,Screen Media Films,,225341,28560
4622,07-03-2014,361,The Grand Budapest Hotel,Fox Searchlight,Comedy,225305,26727
4623,26-07-2017,348,Rumble: The Indians who Roc…,Kino Lorber,Documentary,225177,25103
4624,18-09-2015,362,Jeremy Scott: The People’s …,The Vladar Company,Documentary,225000,26690
4625,30-04-2021,191,Limbo,Focus Features,Drama,224405,22065
4626,04-04-2014,361,Island of Lemurs: Madagascar,Warner Bros.,Documentary,224252,24616
4627,30-09-2011,344,Tucker & Dale vs. Evil,Magnet Pictures,Black Comedy,223838,28226
4628,11-11-2011,345,Into the Abyss,IFC Films,Documentary,223340,28164
4629,03-06-2015,363,A Pigeon Sat on a Branch Re…,Magnolia Pictures,Comedy,222989,26451
4630,16-10-2015,364,Pyaar Ka Punchnama 2,Reliance Entertai…,Reality,222856,26436
4631,15-02-2013,325,Like Someone in Love,IFC Films,Drama,222695,27391
4632,14-10-2016,355,Miss Hokusai,GKIDS,Drama,222670,25742
4633,07-10-2016,356,Spirit of the Game,Pure Flix / Samue…,Drama,222565,25730
4634,08-02-2013,326,ABCD (Any Body Can Dance),UTV Communications,Musical,222098,27318
4635,31-03-2023,313,Malum,Welcome Villain F…,Horror,221738,20569
4636,29-03-2024,289,Asphalt City,Roadside Attractions,Thriller/Suspense,220970,20498
4637,20-10-2017,362,Jane,Abramorama Films,Documentary,220790,24236
4638,17-11-2017,349,The Breadwinner,GKIDS,Drama,220307,24560
4639,15-10-2014,345,Diplomacy,Zeitgeist,Drama,220000,26927
4640,09-10-2021,192,Doctor,Hamsini,Action,220000,21632
4641,27-09-2019,348,First Love,Well Go USA,Drama,219680,23982
4642,02-09-2016,357,Naam Hai Akira,FIP,Thriller/Suspense,219401,25364
4643,04-10-2013,327,The Summit,IFC Films,Documentary,219346,26979
4644,04-06-2004,363,Harry Potter and the Prison…,Warner Bros.,Adventure,218774,24015
4645,01-11-2017,364,A Bad Moms Christmas,STX Entertainment,Comedy,218671,24003
4646,26-09-2014,365,The Boxtrolls,Focus Features,Adventure,218634,25935
4647,19-02-2014,346,Child's Pose,Zeitgeist,Drama,218224,26710
4648,06-01-2017,350,Railroad Tigers,Well Go USA,Action,218044,24308
4649,13-07-2018,365,Dark Money,PBS Distribution,Documentary,217932,23922
4650,23-03-2018,366,Getting Grace,Hannover House,Comedy,217812,23909
4651,27-10-2017,351,All I See is You,Open Road,Thriller/Suspense,217644,24263
4652,24-06-2022,230,CatVideoFest 2022,Oscilloscope Pict…,Documentary,217330,20639
4653,18-06-2010,332,The Killer Inside Me,IFC Films,Drama,217277,27538
4654,18-08-2017,352,The Adventurers,Well Go USA,Thriller/Suspense,216556,24142
4655,07-06-2019,349,"The Gangster, The Cop, The …",Well Go USA,Action,216494,23634
4656,18-10-2013,347,All is Lost,Roadside Attractions,Thriller/Suspense,216463,26494
4657,04-03-2011,346,HappyThankYouMorePlease,Anchor Bay Entert…,Romantic Comedy,216110,27252
4658,03-12-2010,333,Rare Exports: A Christmas Tale,Oscilloscope Pict…,Comedy,215430,27304
4659,17-09-2019,193,Promare,GKIDS,Adventure,215318,21171
4660,27-11-2013,161,Frozen,Walt Disney,Musical,215000,23420
4661,01-10-2020,162,Legend of Deification,Well Go USA,Adventure,214670,23384
4662,02-04-1968,328,2001: A Space Odyssey,MGM,Adventure,214618,26398
4663,29-06-2012,334,Neil Young Journeys,Sony Pictures Cla…,Concert/Perfor…,214588,26958
4664,27-01-2023,314,One Fine Morning,Sony Pictures Cla…,Drama,214470,19895
4665,27-08-2021,194,Together,Bleecker Street,Comedy,214390,21080
4666,04-04-2014,358,Island of Lemurs: Madagascar,Warner Bros.,Documentary,214339,24779
4667,09-11-2018,163,Dr. Seuss’ The Grinch,Universal,Adventure,214000,23311
4668,25-08-2023,315,Scrapper,Kino Lorber,Drama,213960,19847
4669,09-12-2022,316,Saint Omer,Super LTD,Drama,213953,19847
4670,28-10-2022,231,Holy Spider (عنكبوت مقدس)…,Utopia,Drama,213890,20312
4671,05-04-2024,290,The People’s Joker,Altered Innocence,Comedy,213555,19810
4672,28-09-2012,335,Thaandavam,UTV Communications,Action,213476,26818
4673,11-12-2020,164,Wild Mountain Thyme,Bleecker Street,Drama,213441,23250
4674,08-04-2022,232,Love in Kilnerry,Archway Pictures,Romantic Comedy,213101,20237
4675,28-10-2011,347,The Afflicted,Nocturnal Features,Horror,212940,26852
4676,23-11-2022,317,All The Beauty And The Bloo…,Neon,Documentary,212717,19732
4677,06-06-2014,348,Supermensch: The Legend of …,RADiUS-TWC,Documentary,212701,26034
4678,22-05-2015,366,Chocolate City,Freestyle Releasing,Drama,212662,25226
4679,11-09-2015,367,Wolf Totem,Sony Pictures,Adventure,212616,25221
4680,29-10-2010,348,Winston Churchill: Walking …,Moriah Films,Documentary,212601,26809
4681,04-12-2015,368,Fall in Love Like a Star,China Lion Film D…,Drama,212508,25208
4682,30-11-2012,336,Back to 1942,China Lion Film D…,Drama,212475,26692
4683,19-10-2012,337,Tai Chi Zero,Variance Films,Action,212094,26644
4684,14-05-2021,195,La piscine,Rialto Pictures,Drama,211467,20793
4685,07-04-2017,353,Truman,FilmRise,Comedy,210840,23505
4686,30-12-2015,369,Anomalisa,Paramount Pictures,Comedy,210632,24986
4687,13-08-2010,334,La Soga,7-57 Releasing,Thriller/Suspense,210625,26695
4688,15-03-2019,350,"Faith, Hope & Love",ArtAffects,Romantic Comedy,209990,22924
4689,04-06-2004,354,Donnie Darko,Newmarket Films,Drama,209484,23353
4690,12-04-2019,351,Master Z: Ip Man Legacy,Well Go USA,Action,209454,22866
4691,27-06-2014,349,The Breakup Guru,China Lion Film D…,Romantic Comedy,208959,25576
4692,28-11-2014,370,The Babadook,IFC Midnight,Horror,208700,24756
4693,01-01-2016,359,Ho Mann Jahaan,Eros Entertainment,Musical,208611,24116
4694,07-08-2015,371,Dark Places,A24,Thriller/Suspense,208588,24743
4695,23-02-2018,367,Agent Mr. Chan,China Lion Film D…,Comedy,208351,22870
4696,22-01-2010,335,The Girl on the Train,Strand Releasing,Drama,208163,26383
4697,26-04-2013,329,Arthur Newman,Cinedigm,Drama,207853,25566
4698,28-01-2019,352,Play the Flute,Five & Two Pictures,Drama,207663,22671
4699,31-03-2017,355,The Prison,Well Go USA,Action,207481,23130
4700,06-01-2010,336,Sweetgrass,Cinema Guild,Documentary,207473,26295
4701,19-10-2018,368,The Guilty,Magnolia Pictures,Thriller/Suspense,207140,22737
4702,21-03-2014,350,Rob the Mob,Alchemy,Drama,206909,25325
4703,02-12-2015,372,Hitchcock/Truffaut,Cohen Media Group,Documentary,206791,24530
4704,10-08-2011,338,The Help,Walt Disney,Drama,206041,25884
4705,30-10-2015,373,Heneral Luna,Abramorama Films,Action,206040,24441
4706,01-10-2010,337,Chain Letter,New Films Cinema,Horror,205842,26088
4707,28-01-2011,349,Ip Man 2: Legend of the Gra…,Variance Films,Action,205675,25936
4708,24-08-2012,339,Little White Lies,MPI Media Group,Comedy,205505,25817
4709,09-08-2013,330,Prince Avalanche,Magnolia Pictures,Comedy,205139,25232
4710,16-09-2022,233,The Silent Twins,Focus Features,Drama,205135,19481
4711,05-02-2016,360,Southbound,The Orchard,Horror,205048,23704
4712,26-10-2012,331,Cloud Atlas,Warner Bros.,Drama,205030,25218
4713,22-02-2019,353,The Iron Orchard,Santa Rita Film Co,Drama,204881,22366
4714,02-11-2012,332,A Late Quartet,Entertainment One,Drama,204736,25182
4715,26-04-2019,354,Hesburgh,O’Malley Creadon …,Documentary,204709,22348
4716,23-07-2021,196,Ailey,Neon,Documentary,204512,20109
4717,26-01-2022,234,Compartment No. 6,Sony Pictures Cla…,Drama,204208,19393
4718,04-12-2015,361,Macbeth,Weinstein Co.,Drama,204194,23606
4719,13-04-2012,340,Touchback,Anchor Bay Entert…,Drama,204157,25647
4720,11-06-1982,318,ET: The Extra-Terrestrial,Universal,Adventure,203865,18911
4721,30-04-2010,350,The Wildest Dream,National Geograph…,Documentary,203839,25704
4722,22-09-2023,319,I Can,Atlas Distribution,Drama,203795,18904
4723,20-05-2016,362,Kaptaan,UTV Communications,Drama,203790,23559
4724,14-09-2012,341,10 Years,Anchor Bay Entert…,Drama,203654,25584
4725,16-08-2013,333,You Will Be My Son,Cohen Media Group,Drama,203636,25047
4726,18-08-2023,320,Landscape with Invisible Hand,MGM,Drama,203403,18868
4727,21-12-2016,363,Julieta,Sony Pictures Cla…,Drama,203363,23510
4728,17-09-2010,351,Queen of the Sun,Collective Eye,Documentary,203100,25611
4729,28-06-2013,334,Ghanchakkar,UTV Communications,Comedy,203044,24974
4730,12-09-2014,351,I Am Eleven,Proud Mother Pict…,Documentary,202911,24836
4731,16-03-2018,369,Keep The Change,Kino Lorber,Romantic Comedy,202788,22259
4732,13-01-2012,342,Vettai,UTV Communications,Action,202581,25449
4733,04-04-2014,352,Jinn,Freestyle Releasing,Thriller/Suspense,202348,24767
4734,19-02-2010,338,Little Nicolas,,Adventure,201857,25583
4735,02-03-2012,343,Tim and Eric's Billion Doll…,Magnet Pictures,Comedy,201436,25306
4736,09-02-2024,291,Aggro Dr1ft,EDGLRD,Action,201351,18678
4737,24-10-2014,374,Force Majeure,Magnolia Pictures,Drama,201327,23882
4738,18-03-2016,364,El Clan,20th Century Fox,Drama,201227,23263
4739,27-05-2022,235,Benediction,Roadside Attractions,Drama,201093,19097
4740,08-07-2022,236,Both Sides of the Blade,IFC Films,Drama,201047,19092
4741,12-02-1993,197,Groundhog Day,Sony Pictures,Romantic Comedy,200989,19763
4742,09-04-2010,339,Women Without Men,,,200899,25462
4743,19-05-2004,321,Shrek 2,Dreamworks SKG,Adventure,200560,18605
4744,09-05-2014,353,The Double,Magnolia Pictures,Comedy,200406,24529
4745,10-09-2010,340,Legendary,Samuel Goldwyn Films,Drama,200393,25398
4746,18-08-2017,356,California Typewriter,Gravitas Ventures,Documentary,200379,22338
4747,30-03-2018,370,Gemini,Neon,Thriller/Suspense,200340,21991
4748,02-09-2016,365,White Girl,FilmRise,Drama,200242,23149
4749,05-04-2013,335,No Place on Earth,Magnolia Pictures,Documentary,200238,24629
4750,05-05-2017,357,Risk,Neon,Documentary,200219,22320
4751,13-04-2018,371,Zama,Strand Releasing,Action,200181,21973
4752,13-07-2018,372,Gauguin: Voyage to Tahiti,Cohen Media Group,Drama,200140,21969
4753,13-10-2023,292,TAYLOR SWIFT | THE ERAS TOUR,AMC Theatres Dist…,Concert/Perfor…,199943,18547
4754,08-04-2011,322,Born to be Wild 3D,Warner Bros.,Documentary,199734,18528
4755,03-05-2024,293,Mars Express,GKIDS,Thriller/Suspense,199289,18486
4756,20-04-2018,373,Little Pink House,Dada Films,Drama,199069,21851
4757,19-10-2012,344,Brooklyn Castle,Producers Distrib…,Documentary,198664,24957
4758,25-06-2010,341,South of the Border,Cinema Libre,Documentary,198600,25171
4759,20-06-2014,354,A Summer’s Tale,Big World Pictures,Comedy,198127,24250
4760,10-02-2012,345,Chico and Rita,GKIDS,Drama,197785,24847
4761,25-06-2021,323,Lourdes,Distrib Films,Documentary,197702,18339
4762,20-01-2023,324,When You Finish Saving the …,A24,Comedy,196920,18267
4763,07-06-2019,355,Chasing the Dragon 2: Wild …,Well Go USA,Action,196634,21466
4764,14-04-2017,358,Spark: A Space Tail,Open Road,Adventure,196458,21901
4765,19-04-2019,356,Family,Film Arcade,Drama,196322,21432
4766,18-09-2015,375,The New Girlfriend,Cohen Media Group,Thriller/Suspense,196284,23283
4767,29-01-2020,165,Beanpole,Kino Lorber,Drama,196258,21378
4768,30-09-2011,352,"Filth to Ashes, Flesh to Dust",Nocturnal Features,Horror,196147,24734
4769,27-07-2011,353,El Bulli: Cooking in Progress,Alive Mind,Documentary,196127,24732
4770,26-06-2015,376,Escobar: Paradise Lost,RADiUS-TWC,Drama,195792,23225
4771,21-12-2018,374,Swing Kids,Well Go USA,Drama,195757,21488
4772,24-11-2010,342,The Nutcracker in 3D,Freestyle Releasing,Musical,195459,24773
4773,12-07-2013,336,Crystal Fairy,IFC Films,Comedy,195257,24016
4774,08-11-2013,337,The Armstrong Lie,Sony Pictures Cla…,Documentary,194857,23967
4775,21-12-2012,338,Not Fade Away,Paramount Vantage,Drama,193906,23850
4776,03-06-2022,237,Neptune Frost,Kino Lorber,Musical,193875,18411
4777,01-12-2023,294,The Shift,Angel Studios,Thriller/Suspense,192985,17902
4778,29-10-2014,355,Goodbye to Language,Kino Lorber,Drama,192750,23592
4779,06-03-2015,377,Merchants of Doubt,Sony Pictures Cla…,Documentary,192362,22818
4780,20-10-2023,325,The Canterville Ghost,Blue Fox Entertai…,Adventure,192310,17839
4781,02-05-2008,343,Iron Man,Paramount Pictures,Adventure,192025,24338
4782,30-04-2021,198,The Resort,Vertical Entertai…,Horror,191996,18878
4783,19-01-2018,375,The Final Year,Magnolia Pictures,Documentary,191900,21064
4784,09-05-2014,356,Un été en Provence,Mongrel Media,Drama,191839,23480
4785,15-05-2015,378,The Connection,Drafthouse Films,Thriller/Suspense,190980,22654
4786,03-09-2010,344,"A Woman, a Gun and a Noodle…",Sony Pictures Cla…,Drama,190946,24201
4787,10-01-2017,359,One Piece Film: Gold,FUNimation,Action,190859,21277
4788,12-01-2024,295,I Did It My Way,Well Go USA,Action,190686,17688
4789,06-12-2013,339,Puella Magi Madoka Magica T…,Eleven Arts,Adventure,190478,23429
4790,05-10-2018,376,Studio 54,Zeitgeist,Documentary,190412,20901
4791,20-06-2014,357,Code Black,Long Shot Factory,Documentary,190229,23283
4792,25-09-2015,366,The Intern,Warner Bros.,Comedy,189786,21941
4793,16-10-2015,379,Beeba Boys,,Thriller/Suspense,189786,22513
4794,06-11-1977,357,Mr. Klein,Quartet Films,Drama,189718,20711
4795,31-03-2023,326,Enys Men,Neon,Horror,189579,17586
4796,05-11-2014,358,National Gallery,Zipporah,Documentary,189344,23175
4797,11-07-2012,346,Easy Money,Weinstein Co.,Thriller/Suspense,188870,23727
4798,18-11-2005,377,Harry Potter and the Goblet…,Warner Bros.,Adventure,188716,20715
4799,17-10-2014,359,Listen Up Philip,TriBeca Films,Black Comedy,188486,23070
4800,20-03-2015,380,Lost and Love,China Lion Film D…,Drama,188306,22337
4801,25-09-2015,381,Stonewall,Roadside Attractions,Drama,187674,22262
4802,16-08-2013,340,The Anonymous People,Alive Mind,Documentary,187459,23057
4803,18-09-2009,345,The Secrets of Jonathan Sperry,Five & Two Pictures,Drama,187456,23758
4804,26-08-2016,367,Complete Unknown,IFC Films,Drama,187145,21635
4805,08-05-2015,382,Maggie,Roadside Attractions,Drama,187112,22195
4806,16-02-2018,378,The Monkey King 3: Kingdom …,Well Go USA,Action,187074,20535
4807,22-03-2024,296,Femme,Utopia,Drama,187053,17351
4808,13-12-2018,379,Never-Ending Man: Hayao Miy…,GKIDS,Documentary,186944,20520
4809,12-02-2020,166,The Doors: Break on Thru — …,Trafalgar Releasing,Documentary,186920,20361
4810,08-11-2013,360,The Armstrong Lie,Sony Pictures Cla…,Documentary,186846,22869
4811,18-05-2001,327,Shrek,Dreamworks SKG,Adventure,186820,17330
4812,07-10-2011,354,Blackthorn,Magnolia Pictures,Western,186660,23538
4813,03-07-2020,167,The Outpost,Screen Media Films,Action,186634,20330
4814,25-10-2019,358,Synonyms,Kino Lorber,Drama,186482,20358
4815,06-12-2006,238,Inland Empire,518 Media,Drama,186470,17708
4816,31-08-2011,355,Bol,Eros Entertainment,Drama,186410,23506
4817,20-11-2015,383,Mustang,Cohen Media Group,Drama,186136,22080
4818,05-01-2018,380,Goldbuster,Well Go USA,Comedy,186135,20431
4819,25-12-2019,359,The Song of Names,Sony Pictures Cla…,Drama,186005,20306
4820,25-05-2018,381,Summer 1993,Oscilloscope Pict…,Drama,185903,20406
4821,18-02-2022,239,Too Cool to Kill,Well Go USA,Action,185882,17652
4822,10-08-2018,382,Madeline’s Madeline,Oscilloscope Pict…,Drama,185576,20370
4823,03-03-2006,368,Deep Sea 3-D,Warner Bros.,Documentary,185453,21440
4824,07-10-2022,328,"Lyle, Lyle, Crocodile",Sony Pictures,Musical,185300,17189
4825,15-04-2022,240,Dual,RLJ Entertainment,Thriller/Suspense,185212,17588
4826,20-12-2013,361,Dhoom 3,Yash Raj Films,Action,185083,22653
4827,19-06-2015,384,Dope,Open Road,Comedy,185037,21950
4828,09-10-2020,168,The Wolf of Snow Hollow,Orion Classics,Horror,185026,20155
4829,08-02-2019,360,To Dust,Good Deed Enterta…,Drama,184495,20141
4830,13-11-2020,169,Come Away,Relativity,Drama,184477,20095
4831,02-03-2011,356,Uncle Boonmee,Strand Releasing,Drama,184292,23239
4832,08-04-2011,383,Born to be Wild 3D,Warner Bros.,Documentary,184248,20225
4833,27-11-2019,170,63 Up,BritBox,Documentary,183940,20037
4834,06-08-2010,346,Twelve,Hannover House,Thriller/Suspense,183920,23310
4835,17-06-2011,357,JIG,Screen Media Films,Documentary,183790,23176
4836,03-04-2015,385,Lambert & Stamp,Sony Pictures Cla…,Documentary,183320,21746
4837,29-04-2022,241,Hatching,IFC Midnight,Horror,182925,17371
4838,11-08-2017,360,Whose Streets?,Magnolia Pictures,Documentary,182799,20378
4839,24-08-2012,347,Somewhere Between,Long Shot Factory,Documentary,182784,22962
4840,15-11-2019,171,The Good Liar,Warner Bros.,Thriller/Suspense,182779,19910
4841,08-01-2016,369,The Masked Saint,Freestyle Releasing,Action,182695,21120
4842,09-12-2022,242,The Sparring Partner,Well Go USA,Drama,182660,17346
4843,13-03-2015,386,3 Hearts,Cohen Media Group,Drama,182522,21651
4844,24-12-2010,347,If You Are the One 2,China Lion Film D…,Romantic Comedy,182517,23132
4845,26-08-2011,358,Rien a declarer,Entertainment One,Comedy,182295,22988
4846,19-10-2023,329,Onyx the Fortuitous and the…,Fathom Events,Comedy,182021,16885
4847,03-08-2018,384,Karwaan,Self Distributed,Comedy,182009,19979
4848,15-07-2011,385,Harry Potter and the Deathl…,Warner Bros.,Adventure,181938,19971
4849,05-10-2012,348,The House I Live In,Abramorama Films,Documentary,181782,22836
4850,30-04-2010,348,The Human Centipede,IFC Films,Horror,181467,22999
4851,09-07-2010,349,Winnebago Man,Kino International,Documentary,181039,22945
4852,06-05-2022,243,Happening,IFC Films,Drama,181023,17191
4853,29-12-2017,361,Ex Files 3: Return of the Exes,China Lion Film D…,Romantic Comedy,180920,20169
4854,23-06-2017,362,The Bad Batch,Neon,Horror,180851,20161
4855,18-08-2017,363,Marjorie Prime,FilmRise,Multiple Genres,180608,20134
4856,30-05-2014,362,We Are The Best!,Magnolia Pictures,Drama,180590,22104
4857,06-03-2015,387,An Honest Liar,Abramorama Films,Documentary,180590,21422
4858,19-08-2011,359,Amigo,Variance Films,Drama,180582,22772
4859,13-05-2011,360,Go For It!,Lionsgate,Drama,180237,22728
4860,19-03-2010,364,Hubble 3D,Warner Bros.,Documentary,180201,20089
4861,02-03-2012,349,Lost Woods,Nocturnal Features,Horror,180117,22627
4862,02-06-2017,365,Past Life,Samuel Goldwyn Films,Thriller/Suspense,180099,20077
4863,02-11-2001,297,Amelie,Miramax,Romantic Comedy,180081,16705
4864,09-04-2022,244,UFC 273: Volkanovski vs. Th…,Iconic Releasing,Concert/Perfor…,180000,17094
4865,09-11-2018,386,Last Letter,China Lion Film D…,,179721,19727
4866,09-09-2022,245,Hockeyland,Greenwich,Documentary,179665,17062
4867,21-11-2018,361,Robin Hood,Lionsgate,Action,179615,19608
4868,06-09-2013,341,Populaire,Weinstein Co.,Comedy,179091,22028
4869,13-05-2022,246,Jazz Fest: A New Orleans Story,Sony Pictures Cla…,Documentary,179005,17000
4870,26-05-2023,330,Close to Vermeer,Kino Lorber,Documentary,178762,16582
4871,25-12-2016,370,20th Century Women,A24,Drama,178576,20644
4872,13-11-2015,371,The 33,Warner Bros.,Drama,178480,20634
4873,10-08-2018,387,BuyBust,Well Go USA,Action,178471,19590
4874,10-01-2019,362,Modest Heroes,GKIDS,Adventure,178027,19435
4875,29-04-2016,372,Viva,Magnolia Pictures,Drama,178008,20578
4876,20-01-2012,350,Fullmetal Alchemist: The Sa…,Eleven Arts,Adventure,178000,22361
4877,24-02-2012,351,Tere Naal Love Ho Gaya,UTV Communications,Romantic Comedy,177743,22329
4878,15-11-2019,363,The Warrior Queen of Jhansi,Roadside Attractions,Drama,177437,19370
4879,04-03-2016,373,The Wave,Magnolia Pictures,Action,177404,20509
4880,02-02-2024,298,How to Have Sex,MUBI,Drama,177380,16454
4881,04-05-2018,388,The Guardians,Music Box Films,Drama,177331,19465
4882,21-10-2016,374,Tampopo,Janus Films,Comedy,177313,20498
4883,07-02-2020,172,And Then We Danced,Music Box Films,Drama,177262,19309
4884,28-02-1997,299,Le Samouraï (1972) (Re-Rele…,,Thriller/Suspense,177215,16439
4885,21-11-2018,364,Creed II,MGM,Drama,177000,19323
4886,18-05-2012,352,Polisse,IFC Films,Thriller/Suspense,176988,22234
4887,07-05-2010,350,Casino Jack and the United …,Magnolia Pictures,Documentary,176865,22416
4888,24-05-2019,365,India’s Most Wanted,FIP,Thriller/Suspense,176858,19307
4889,31-07-2015,388,The Young and Prodigious T.…,Weinstein Co.,Adventure,176847,20978
4890,06-04-2012,353,The Hunter,Magnolia Pictures,Drama,176669,22194
4891,27-03-2015,389,Serena,Magnolia Pictures,Drama,176391,20924
4892,12-04-2019,366,"Iyengar: The Man, Yoga, The…",Kino Lorber,Documentary,176387,19256
4893,21-09-2012,354,The Waiting Room,International Fil…,Documentary,176277,22145
4894,29-09-2017,366,Take Every Wave: The Life o…,IFC Films,Documentary,176160,19638
4895,01-10-2010,351,Leaving,IFC Films,Drama,176113,22321
4896,07-04-2017,367,Graduation,IFC Films,Drama,175975,19618
4897,05-11-2021,247,Eternals,Walt Disney,Action,175832,16698
4898,21-08-2019,367,Tigers Are Not Afraid,Variance Films,Horror,175559,19165
4899,19-05-2017,368,Champion,ArtAffects,Drama,175232,19535
4900,28-06-2024,300,Last Summer,Janus Films,Drama,174977,16231
4901,08-04-2011,361,American: The Bill Hicks Story,Variance Films,Documentary,174796,22042
4902,07-10-2016,375,Asura: The City of Madness,CJ Entertainment,Action,174501,20173
4903,30-08-2013,342,Afternoon Delight,Film Arcade,Comedy,174496,21463
4904,29-08-2014,331,Il conformista,Kino Lorber,Drama,174258,16164
4905,11-05-2018,389,Always at the Carlyle,Good Deed Enterta…,Documentary,174251,19127
4906,01-02-2017,369,Mr. Gaga,Abramorama Films,Documentary,173994,19397
4907,03-02-2021,199,Earwig and the Witch,GKIDS,Adventure,173704,17080
4908,04-12-2009,352,Armored,Sony Pictures,Thriller/Suspense,173574,21999
4909,03-05-2013,343,"5 de Mayo, La Batalla",Lionsgate,Action,173472,21337
4910,22-05-2015,390,The Farewell Party,IDP/Samuel Goldwy…,Black Comedy,172860,20505
4911,21-03-2014,363,Anita: Speaking Truth to Power,Samuel Goldwyn Films,Documentary,172634,21130
4912,27-07-2016,376,"Hieronymus Bosch, Touched b…",Kino Lorber,Documentary,172533,19946
4913,14-12-2018,390,Capernaum,Sony Pictures Cla…,Drama,172390,18923
4914,02-01-2015,391,The Taking of Tiger Mountain,Well Go USA,Adventure,172343,20444
4915,05-02-2014,364,Afternoon of a Faun: Tanaqu…,Kino Lorber,Documentary,172120,21067
4916,18-04-2014,365,That Demon Within,China Lion Film D…,Horror,172010,21053
4917,08-09-2017,370,9/11,Atlas Distribution,Drama,172000,19175
4918,11-10-2013,344,Escape from Tomorrow,Producers Distrib…,Drama,171962,21151
4919,12-02-1988,366,Action Jackson,Lorimar Motion Pi…,Action,171795,21027
4920,07-06-2024,301,I Used to Be Funny,Utopia,Comedy,171756,15932
4921,28-06-2013,345,Copperhead,Brainstorm Media,Drama,171740,21124
4922,31-03-2017,371,David Lynch: The Art Life,Janus Films,Documentary,171419,19110
4923,30-03-2021,200,Beans,Mongrel Media,Drama,171208,16834
4924,29-08-2014,367,The Last of Robin Hood,Samuel Goldwyn Films,Drama,171138,20947
4925,05-02-2010,353,Terribly Happy,Oscilloscope Pict…,,170943,21665
4926,23-09-2011,362,The Man Nobody Knew: In Sea…,First Run Features,Documentary,170888,21549
4927,05-11-2010,354,Client 9: The Rise and Fall…,Magnolia Pictures,Documentary,170829,21651
4928,31-08-2012,355,Flying Swords of Dragon Gat…,Indomina Releasing,Action,170276,21391
4929,17-11-2023,302,Saltburn,Amazon MGM Studios,Thriller/Suspense,169317,15706
4930,31-08-2012,356,Joker,UTV Communications,Comedy,169181,21253
4931,15-01-2010,355,Chance Pe Dance,UTV Communications,Musical,168643,21374
4932,26-08-2022,248,Alienoid,Well Go USA,Action,168309,15983
4933,05-08-2011,363,Bellflower,Oscilloscope Pict…,Action,168226,21213
4934,26-05-2023,332,The Wrath of Becky,Quiver,Horror,168109,15594
4935,20-10-2023,333,The Other Zoey,Brainstorm Media,Romantic Comedy,168099,15593
4936,18-09-2020,173,No Escape,Vertical Entertai…,Horror,167962,18296
4937,04-10-2024,303,Bocchi The Rock! Recap Part…,Crunchyroll,,167948,15579
4938,26-10-2018,391,Rampant,Well Go USA,Horror,167937,18434
4939,25-10-2019,368,Frankie,Sony Pictures Cla…,Drama,167169,18249
4940,14-02-2018,392,Double Lover,Cohen Media Group,Thriller/Suspense,167093,18341
4941,06-08-2010,356,The Disappearance of Alice …,Anchor Bay Entert…,Thriller/Suspense,166980,21163
4942,13-09-2019,369,The Bad Guys: Reign of Chaos,CJ Entertainment,Drama,166971,18228
